"","loc.01","loc.02","loc.03","loc.04","loc.05","loc.06","loc.07","loc.08","loc.09","loc.10","loc.11","loc.12","loc.13","loc.14","loc.15","loc.16","loc.17"
"1997.month.spring",0,0,0,0,0,0,0,11,0,39,0,0,0,0,0,0,0
"1997.month.summer",0,0,0,0,0,0,0,89,0,41,0,0,0,0,0,0,0
"1997.month.fall",0,0,0,0,0,0,0,139,0,58,0,0,0,0,0,0,0
"1997.month.winter",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"1998.month.spring",0,0,0,0,0,0,0,51,0,24,0,0,0,0,0,0,0
"1998.month.summer",0,0,0,0,0,0,0,22,0,26,0,0,0,0,0,0,0
"1998.month.fall",0,0,0,0,0,0,0,64,0,34,0,0,0,0,0,0,0
"1998.month.winter",0,0,0,0,0,0,0,3,0,22,0,0,0,0,0,0,0
"1999.month.spring",0,0,0,0,0,0,0,50,0,31,0,0,0,0,0,0,0
"1999.month.summer",0,0,0,0,0,0,0,80,0,49,0,0,0,0,0,0,0
"1999.month.fall",0,0,0,0,0,0,0,181,0,28,0,0,0,0,0,0,0
"1999.month.winter",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"2000.month.spring",0,0,0,0,0,0,0,38,0,35,0,0,0,0,0,0,0
"2000.month.summer",0,0,0,0,0,0,0,68,0,39,0,0,0,0,0,0,0
"2000.month.fall",0,0,0,0,0,0,0,46,0,7,0,0,0,0,0,0,0
"2000.month.winter",0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0
"2001.month.spring",0,0,0,0,0,0,0,15,0,75,0,0,0,0,0,0,0
"2001.month.summer",0,0,0,0,0,0,0,139,0,150,0,0,0,0,0,0,0
"2001.month.fall",0,0,0,0,0,0,0,184,0,75,0,0,0,0,0,0,0
"2001.month.winter",0,0,0,0,0,0,0,1,0,66,0,0,0,0,0,0,0
"2002.month.spring",0,0,0,0,0,0,0,32,0,25,0,0,0,0,0,0,0
"2002.month.summer",0,0,0,0,0,0,0,141,0,55,0,0,0,0,0,0,0
"2002.month.fall",0,0,0,0,0,0,0,104,0,12,0,0,0,0,0,0,0
"2002.month.winter",0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
"2003.month.spring",0,0,0,0,0,0,0,46,0,5,0,0,0,0,0,0,0
"2003.month.summer",0,0,0,0,0,0,0,178,0,6,0,0,0,0,0,0,0
"2003.month.fall",0,0,0,0,0,0,0,72,0,5,0,0,0,0,0,0,0
"2003.month.winter",0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0
"2004.month.spring",0,0,0,0,0,0,0,50,0,9,0,0,0,0,0,0,0
"2004.month.summer",0,0,0,0,0,0,0,200,0,93,0,0,0,0,0,0,0
"2004.month.fall",0,0,0,0,0,0,0,207,0,196,0,0,0,0,0,0,0
"2004.month.winter",0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0
